NCBI_Accession	Directory_Name	Species	Common_Name
GCA_963575255.1	Plecturocebus_caligatus__Chestnut-bellied_titi__HLpleCal1__GCA_963575255.1	Plecturocebus caligatus	Chestnut-bellied titi
GCA_963573415.1	Plecturocebus_cinerascens__Ashy_titi__HLpleCin1__GCA_963573415.1	Plecturocebus cinerascens	Ashy titi
GCA_040437455.1	Plecturocebus_cupreus__Coppery_titi__HLpleCup1__GCA_040437455.1	Plecturocebus cupreus	Coppery titi
GCA_004027715.1	Plecturocebus_donacophilus__Bolivian_titi__HLpleDon1__GCA_004027715.1	Plecturocebus donacophilus	Bolivian titi
GCA_963575235.1	Plecturocebus_dubius__Primates__HLpleDub1__GCA_963575235.1	Plecturocebus dubius	Primates
GCA_963574625.1	Plecturocebus_grovesi__Alta_Floresta_titi_monkey__HLpleGro1__GCA_963574625.1	Plecturocebus grovesi	Alta Floresta titi monkey
GCA_963575245.1	Plecturocebus_hoffmannsi__Hoffmanns_titi__HLpleHof1__GCA_963575245.1	Plecturocebus hoffmannsi	Hoffmanns titi
GCA_963575275.1	Plecturocebus_miltoni__Miltons_titi__HLpleMil1__GCA_963575275.1	Plecturocebus miltoni	Miltons titi
GCA_963574105.1	Plecturocebus_moloch__Red-bellied_titi__HLpleMol1__GCA_963574105.1	Plecturocebus moloch	Red-bellied titi
GCA_963573425.1	Cacajao_ayresi__Primates__HLcacAyr1__GCA_963573425.1	Cacajao ayresi	Primates
GCA_963573955.1	Cacajao_calvus__Bald_Uacari__HLcacCal1__GCA_963573955.1	Cacajao calvus	Bald Uacari
GCA_963573795.1	Cacajao_hosomi__Primates__HLcacHos1__GCA_963573795.1	Cacajao hosomi	Primates
GCA_963573385.1	Cacajao_melanocephalus__Black-headed_Uacari__HLcacMel1__GCA_963573385.1	Cacajao melanocephalus	Black-headed Uacari
GCA_963573965.1	Chiropotes_israelita__Primates__HLchiIsr1__GCA_963573965.1	Chiropotes israelita	Primates
GCA_963574175.1	Chiropotes_sagulatus__Primates__HLchiSag1__GCA_963574175.1	Chiropotes sagulatus	Primates
GCA_963574975.1	Pithecia_mittermeieri__Mittermeiers_Tapajos_saki__HLpitMit1__GCA_963574975.1	Pithecia mittermeieri	Mittermeiers Tapajos saki
GCA_004026645.1	Pithecia_pithecia__white-faced_saki__HLpitPit1__GCA_004026645.1	Pithecia pithecia	white-faced saki
GCA_023779675.1	Pithecia_pithecia__white-faced_saki__HLpitPit2__GCA_023779675.1	Pithecia pithecia	white-faced saki
GCA_963574005.1	Pithecia_vanzolinii__Vanzolinis_bald-faced_saki__HLpitVan1__GCA_963574005.1	Pithecia vanzolinii	Vanzolinis bald-faced saki
GCF_000164805.1	Carlito_syrichta__Philippine_tarsier__tarSyr2__GCF_000164805.1	Carlito syrichta	Philippine tarsier
GCA_027257055.1	Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1	Cephalopachus bancanus	Horsfields tarsier
GCA_004027145.1	Daubentonia_madagascariensis__aye-aye__HLdauMad1__GCA_004027145.1	Daubentonia madagascariensis	aye-aye
GCA_023783475.1	Daubentonia_madagascariensis__aye-aye__HLdauMad2__GCA_023783475.1	Daubentonia madagascariensis	aye-aye
GCA_008086735.1	Cheirogaleus_medius__Lesser_dwarf_lemur__HLcheMed1__GCA_008086735.1	Cheirogaleus medius	Lesser dwarf lemur
GCA_008750995.1	Microcebus_griseorufus__Reddish-gray_mouse_lemur__HLmicGri1__GCA_008750995.1	Microcebus griseorufus	Reddish-gray mouse lemur
GCA_008750955.1	Microcebus_lehilahytsara__Mittermeiers_mouse_lemur__HLmicMit1__GCA_008750955.1	Microcebus lehilahytsara	Mittermeiers mouse lemur
GCF_040939455.1	Microcebus_murinus__Gray_mouse_lemur__HLmicMuri4A__GCF_040939455.1	Microcebus murinus	Gray mouse lemur
GCA_008750975.1	Microcebus_ravelobensis__Golden_brown_mouse_lemur__HLmicRav1__GCA_008750975.1	Microcebus ravelobensis	Golden brown mouse lemur
GCA_008750915.1	Microcebus_sp._3_GT-2019__unclassified_mouse_lemur__HLmicSpe31__GCA_008750915.1	Microcebus sp. 3 GT-2019	unclassified mouse lemur
GCA_008750935.1	Microcebus_tavaratra__Northern_rufous_mouse_lemur__HLmicTav1__GCA_008750935.1	Microcebus tavaratra	Northern rufous mouse lemur
GCF_000165445.2	Microcebus_murinus__gray_mouse_lemur__micMur3__GCF_000165445.2	Microcebus murinus	gray mouse lemur
GCA_004024645.1	Mirza_coquereli__Coquerels_mouse_lemur__HLmirCoq1__GCA_004024645.1	Mirza coquereli	Coquerels mouse lemur
GCA_008750895.1	Mirza_zaza__Northern_giant_mouse_lemur__HLmirZaz1__GCA_008750895.1	Mirza zaza	Northern giant mouse lemur
GCA_004363605.1	Indri_indri__Indri__HLindInd1__GCA_004363605.1	Indri indri	Indri
DNA Zoo Consortium	Propithecus_coquereli__Coquerels_sifaka__HLproCoq2	Propithecus coquereli	Coquerels sifaka
GCA_963574965.1	Eulemur_coronatus__Crowned_lemur__HLeulCoro1__GCA_963574965.1	Eulemur coronatus	Crowned lemur
DNA Zoo Consortium	Eulemur_flavifrons__Sclaters_lemur__HLeulFla1	Eulemur flavifrons	Sclaters lemur
GCA_004027275.1	Eulemur_fulvus__brown_lemur__HLeulFul1__GCA_004027275.1	Eulemur fulvus	brown lemur
DNA Zoo Consortium	Eulemur_mongoz__mongoose_lemur__HLeulMon1	Eulemur mongoz	mongoose lemur
GCA_041146395.1	Eulemur_rufifrons__Bennetts_brown_lemur__HLeulRuf1__GCA_041146395.1	Eulemur rufifrons	Bennetts brown lemur
GCA_001262655.1	Eulemur_macaco__black_lemur__eulMac1__GCA_001262655.1	Eulemur macaco	black lemur
DNA Zoo Consortium	Eulemur_fulvus_collaris__brown_lemur__HLeulCol1	Eulemur fulvus collaris	brown lemur
GCA_963574485.1	Hapalemur_alaotrensis__Lac_Alaotra_bamboo_lemur__HLhapAlao1__GCA_963574485.1	Hapalemur alaotrensis	Lac Alaotra bamboo lemur
GCA_004024665.1	Lemur_catta__Ring-tailed_lemur__HLlemCat1__GCA_004024665.1	Lemur catta	Ring-tailed lemur
GCF_020740605.2	Lemur_catta__Ring-tailed_lemur__HLlemCat2__GCF_020740605.2	Lemur catta	Ring-tailed lemur
GCA_003258685.1	Prolemur_simus__greater_bamboo_lemur__HLproSim1__GCA_003258685.1	Prolemur simus	greater bamboo lemur
GCA_028533085.1	Varecia_variegata__ruffed_lemur__HLvarVar1__GCA_028533085.1	Varecia variegata	ruffed lemur
GCA_023783435.1	Galago_moholi__Moholi_bushbaby__HLgalMoh1__GCA_023783435.1	Galago moholi	Moholi bushbaby
GCA_963575145.1	Galago_senegalensis__Senegal_galago__HLgalSen1__GCA_963575145.1	Galago senegalensis	Senegal galago
DNA Zoo Consortium	Otolemur_crassicaudatus__thick-tailed_bush_baby__HLotoCra1	Otolemur crassicaudatus	thick-tailed bush baby
GCF_000181295.1	Otolemur_garnettii__small-eared_galago__otoGar3__GCF_000181295.1	Otolemur garnettii	small-eared galago
GCA_023783135.1	Loris_tardigradus__slender_loris__HLlorTar1__GCA_023783135.1	Loris tardigradus	slender loris
GCA_023898255.1	Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1__GCA_023898255.1	Nycticebus bengalensis	Bengal slow loris
GCF_027406575.1	Nycticebus_coucang__slow_loris__HLnycCou2__GCF_027406575.1	Nycticebus coucang	slow loris
ngdc.cncb.ac.cn/bioproject/browse/PRJCA003786	Xanthonycticebus_pygmaeus__pygmy_slow_loris__HLxanPyg1	Xanthonycticebus pygmaeus	pygmy slow loris
GCA_033439345.1	Tupaia_chinensis__Chinese_tree_shrew__HLtupChi2__GCA_033439345.1	Tupaia chinensis	Chinese tree shrew
GCA_026018925.1	Tupaia_tana__large_tree_shrew__HLtupTan1__GCA_026018925.1	Tupaia tana	large tree shrew
GCA_007570785.1	Antilocapra_americana__pronghorn__HLantAme1__GCA_007570785.1	Antilocapra americana	pronghorn
GCA_006408695.1	Aepyceros_melampus__impala__HLaepMel1__GCA_006408695.1	Aepyceros melampus	impala
GCA_004027495.1	Beatragus_hunteri__Hirola__HLbeaHun1__GCA_004027495.1	Beatragus hunteri	Hirola
DNA Zoo Consortium	Connochaetes_taurinus__brindled_gnu__HLconTau2	Connochaetes taurinus	brindled gnu
GCA_006408505.1	Damaliscus_lunatus__topi__HLdamLun1__GCA_006408505.1	Damaliscus lunatus	topi
GCA_006408585.1	Antidorcas_marsupialis__springbok__HLantMar1__GCA_006408585.1	Antidorcas marsupialis	springbok
GCA_006408755.1	Eudorcas_thomsonii__Thomsons_gazelle__HLeudTho1__GCA_006408755.1	Eudorcas thomsonii	Thomsons gazelle
DNA Zoo Consortium	Litocranius_walleri__gerenuk__HLlitWal2	Litocranius walleri	gerenuk
GCA_006408675.1	Madoqua_kirkii__Kirks_dik-dik__HLmadKir1__GCA_006408675.1	Madoqua kirkii	Kirks dik-dik
GCA_917880005.1	Nanger_dama__Dama_gazelle__HLnanDam2__GCA_917880005.1	Nanger dama	Dama gazelle
GCA_006408635.1	Nanger_granti__Grants_gazelle__HLnanGra1__GCA_006408635.1	Nanger granti	Grants gazelle
DNA Zoo Consortium	Nanger_dama_ruficollis__Dama_gazelle__HLnanDamRuf3	Nanger dama ruficollis	Dama gazelle
GCA_006410615.1	Neotragus_moschatus__suni__HLneoMos1__GCA_006410615.1	Neotragus moschatus	suni
GCA_006410875.1	Neotragus_pygmaeus__royal_antelope__HLneoPyg1__GCA_006410875.1	Neotragus pygmaeus	royal antelope
GCA_006410675.1	Oreotragus_oreotragus__klipspringer__HLoreOre1__GCA_006410675.1	Oreotragus oreotragus	klipspringer
GCA_040182635.1	Pantholops_hodgsonii__Chiru__HLpanHodg2__GCA_040182635.1	Pantholops hodgsonii	Chiru
GCF_000400835.1	Pantholops_hodgsonii__chiru__panHod1__GCF_000400835.1	Pantholops hodgsonii	chiru
GCA_006410515.1	Procapra_przewalskii__Przewalskis_gazelle__HLproPrz1__GCA_006410515.1	Procapra przewalskii	Przewalskis gazelle
GCA_006410735.1	Raphicerus_campestris__steenbok__HLrapCam1__GCA_006410735.1	Raphicerus campestris	steenbok
GCA_004024985.1	Saiga_tatarica__saiga_antelope__HLsaiTat1__GCA_004024985.1	Saiga tatarica	saiga antelope
GCA_963879515.1	Bison_bonasus__European_bison__HLbisBon1__GCA_963879515.1	Bison bonasus	European bison
DNA Zoo Consortium	Bison_bison_bison__American_bison__HLbisBisBis2	Bison bison bison	American bison
GCA_007844835.1	Bos_frontalis__gayal__HLbosFro1__GCA_007844835.1	Bos frontalis	gayal
GCA_014182915.1	Bos_gaurus__gaur__HLbosGau1__GCA_014182915.1	Bos gaurus	gaur
GCA_005887515.2	Bos_grunniens__domestic_yak__HLbosGru1__GCA_005887515.2	Bos grunniens	domestic yak
GCA_055505025.1	Bos_grunniens__Domestic_yak__HLbosGrun2__GCA_055505025.1	Bos grunniens	Domestic yak
GCA_002933975.1	Bos_indicus__zebu_cattle__HLbosInd2__GCA_002933975.1	Bos indicus	zebu cattle
GCF_029378745.1	Bos_indicus__Zebu_cattle__HLbosIndi3__GCF_029378745.1	Bos indicus	Zebu cattle
GCF_032452875.1	Bos_javanicus__banteng__HLbosJav1__GCF_032452875.1	Bos javanicus	banteng
GCA_007646595.3	Bos_mutus__wild_yak__HLbosMut2__GCA_007646595.3	Bos mutus	wild yak
GCF_002263795.3	Bos_taurus__cattle__HLbosTau10__GCF_002263795.3	Bos taurus	cattle
GCF_002263795.1	Bos_taurus__cattle__bosTau9__GCF_002263795.1	Bos taurus	cattle
GCA_003121395.1	Bubalus_bubalis__water_buffalo__HLbubBub2__GCA_003121395.1	Bubalus bubalis	water buffalo
GCA_025584935.1	Bubalus_depressicornis__lowland_anoa__HLbubDep1__GCA_025584935.1	Bubalus depressicornis	lowland anoa
GCF_029407905.1	Bubalus_kerabau__carabao__HLbubKer1__GCF_029407905.1	Bubalus kerabau	carabao
GCA_050436925.1	Pseudoryx_nghetinhensis__Saola__HLpseNghe1__GCA_050436925.1	Pseudoryx nghetinhensis	Saola
GCA_902500845.1	Syncerus_caffer__African_buffalo__HLsynCaf1__GCA_902500845.1	Syncerus caffer	African buffalo
GCA_006410775.1	Tragelaphus_imberbis__lesser_kudu__HLtraImb1__GCA_006410775.1	Tragelaphus imberbis	lesser kudu
GCA_006410495.1	Tragelaphus_scriptus__bushbuck__HLtraScr1__GCA_006410495.1	Tragelaphus scriptus	bushbuck
GCA_006410795.1	Tragelaphus_strepsiceros__greater_kudu__HLtraStr1__GCA_006410795.1	Tragelaphus strepsiceros	greater kudu
DNA Zoo Consortium	Tragelaphus_eurycerus_isaaci__mountain_bongo__HLtraEurIsa1	Tragelaphus eurycerus isaaci	mountain bongo
GCA_002201775.1	Ammotragus_lervia__aoudad__HLammLer1__GCA_002201775.1	Ammotragus lervia	aoudad
GCA_023091745.1	Budorcas_taxicolor__takin__HLbudTax1__GCA_023091745.1	Budorcas taxicolor	takin
GCA_000765075.1	Capra_aegagrus__wild_goat__HLcapAeg1__GCA_000765075.1	Capra aegagrus	wild goat
GCA_001704415.1	Capra_hircus__goat__HLcapHir2__GCA_001704415.1	Capra hircus	goat
GCA_041735815.1	Capra_hircus__Goat__HLcapHirc3__GCA_041735815.1	Capra hircus	Goat
GCA_006410555.1	Capra_ibex__Alpine_ibex__HLcapIbe1__GCA_006410555.1	Capra ibex	Alpine ibex
GCA_054642885.1	Capra_ibex__Alpine_ibex__HLcapIbex2__GCA_054642885.1	Capra ibex	Alpine ibex
GCA_054855995.1	Capra_nubiana__Nubian_ibex__HLcapNubi1A__GCA_054855995.1	Capra nubiana	Nubian ibex
GCA_003182615.2	Capra_sibirica__Siberian_ibex__HLcapSib1__GCA_003182615.2	Capra sibirica	Siberian ibex
GCF_032405125.1	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	Capricornis sumatraensis	Sumatran serow
GCA_004026825.1	Nilgiritragus_hylocrius__Nilgiri_tahr__HLhemHyl1__GCA_004026825.1	Nilgiritragus hylocrius	Nilgiri tahr
GCA_009758055.1	Oreamnos_americanus__mountain_goat__HLoreAme1__GCA_009758055.1	Oreamnos americanus	mountain goat
GCA_022533635.2	Ovibos_moschatus__muskox__HLoviMos1__GCA_022533635.2	Ovibos moschatus	muskox
GCA_003121645.1	Ovis_ammon__argali__HLoviAmm1__GCA_003121645.1	Ovis ammon	argali
GCF_016772045.2	Ovis_aries__sheep__HLoviAri6__GCF_016772045.2	Ovis aries	sheep
GCA_040805955.1	Ovis_aries__Sheep__HLoviArie7__GCA_040805955.1	Ovis aries	Sheep
GCA_004026945.1	Ovis_canadensis__bighorn_sheep__HLoviCan2__GCA_004026945.1	Ovis canadensis	bighorn sheep
GCF_042477335.2	Ovis_canadensis__Bighorn_sheep__HLoviCana3__GCF_042477335.2	Ovis canadensis	Bighorn sheep
GCA_014523465.1	Ovis_orientalis__Asiatic_mouflon__HLoviOri1__GCA_014523465.1	Ovis orientalis	Asiatic mouflon
GCA_053525375.1	Ovis_vignei__Urial__HLoviVign1__GCA_053525375.1	Ovis vignei	Urial
GCA_028583565.1	Ovis_ammon_polii__Argali__HLoviAmmoPol2__GCA_028583565.1	Ovis ammon polii	Argali
GCA_903231385.1	Ovis_nivicola_lydekkeri__snow_sheep__HLoviNivLyd1__GCA_903231385.1	Ovis nivicola lydekkeri	snow sheep
GCA_003182575.1	Pseudois_nayaur__Bharal__HLpseNaya1__GCA_003182575.1	Pseudois nayaur	Bharal
GCA_963981305.1	Rupicapra_rupicapra__Chamois__HLrupRup1__GCA_963981305.1	Rupicapra rupicapra	Chamois
GCA_054099735.1	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Cephalophula zebra	Zebra duiker
GCA_006410635.1	Cephalophus_harveyi__Harveys_duiker__HLcepHar1__GCA_006410635.1	Cephalophus harveyi	Harveys duiker
GCA_006410695.1	Philantomba_maxwellii__Maxwells_duiker__HLphiMax1__GCA_006410695.1	Philantomba maxwellii	Maxwells duiker
GCA_006408735.1	Sylvicapra_grimmia__bush_duiker__HLsylGri1__GCA_006408735.1	Sylvicapra grimmia	bush duiker
GCA_019593525.1	Addax_nasomaculatus__Addax__HLaddNas1__GCA_019593525.1	Addax nasomaculatus	Addax
GCA_016433095.1	Hippotragus_equinus__roan_antelope__HLhipEqu1__GCA_016433095.1	Hippotragus equinus	roan antelope
DNA Zoo Consortium	Hippotragus_niger_niger__sable_antelope__HLhipNigNig2	Hippotragus niger niger	sable antelope
DNA Zoo Consortium	Oryx_dammah__scimitar-horned_oryx__HLoryDam1	Oryx dammah	scimitar-horned oryx
GCA_003945745.1	Oryx_gazella__gemsbok__HLoryGaz1__GCA_003945745.1	Oryx gazella	gemsbok
GCA_006410655.1	Kobus_ellipsiprymnus__waterbuck__HLkobEll1__GCA_006410655.1	Kobus ellipsiprymnus	waterbuck
GCA_014926565.1	Kobus_leche_leche__lechwe__HLkobLecLec1__GCA_014926565.1	Kobus leche leche	lechwe
GCA_006410935.1	Redunca_redunca__Bohar_reedbuck__HLredRed1__GCA_006410935.1	Redunca redunca	Bohar reedbuck
GCA_003798545.1	Axis_porcinus__Hog_deer__HLaxiPor1__GCA_003798545.1	Axis porcinus	Hog deer
GCA_054883215.1	Axis_porcinus__Hog_deer__HLaxiPorc2A__GCA_054883215.1	Axis porcinus	Hog deer
GCF_019320065.1	Cervus_canadensis__elk__HLcerCan1__GCF_019320065.1	Cervus canadensis	elk,wapiti
GCF_910594005.1	Cervus_elaphus__red_deer__HLcerEla2__GCF_910594005.1	Cervus elaphus	red deer
GCA_040085125.1	Cervus_nippon__Sika_deer__HLcerNip1__GCA_040085125.1	Cervus nippon	Sika deer
GCA_006408465.1	Cervus_albirostris__white-lipped_deer__HLprzAlb1__GCA_006408465.1	Cervus albirostris	white-lipped deer
GCA_046563475.1	Cervus_albirostris__White-lipped_deer__HLprzAlb2__GCA_046563475.1	Cervus albirostris	White-lipped deer
GCA_002197005.1	Cervus_elaphus_hippelaphus__Red_deer__HLcerElapHip3__GCA_002197005.1	Cervus elaphus hippelaphus	Red deer
GCA_010411085.1	Cervus_hanglu_yarkandensis__Yarkand_deer__HLcerHanYar1__GCA_010411085.1	Cervus hanglu yarkandensis	Yarkand deer
GCF_033118175.1	Dama_dama__fallow_deer__HLdamDam1__GCF_033118175.1	Dama dama	fallow deer
GCA_048126745.1	Dama_dama__Fallow_deer__HLdamDama2__GCA_048126745.1	Dama dama	Fallow deer
GCA_002443075.1	Elaphurus_davidianus__Pere_Davids_deer__HLelaDav1__GCA_002443075.1	Elaphurus davidianus	Pere Davids deer
GCA_034233915.1	Rucervus_eldii_siamensis__Elds_deer__HLrucEldSia1__GCA_034233915.1	Rucervus eldii siamensis	Elds deer
GCA_038501445.1	Rusa_alfredi__Visayan_spotted_deer__HLrusAlf1__GCA_038501445.1	Rusa alfredi	Visayan spotted deer
GCA_006459105.1	Hydropotes_inermis__Chinese_water_deer__HLhydIne1__GCA_006459105.1	Hydropotes inermis	Chinese water deer
GCA_020276665.1	Muntiacus_crinifrons__black_muntjac__HLmunCri2__GCA_020276665.1	Muntiacus crinifrons	black muntjac
GCA_020226025.1	Muntiacus_gongshanensis__Gongshanensis_muntjac__HLmunGon1__GCA_020226025.1	Muntiacus gongshanensis	Gongshanensis muntjac
GCA_008782695.1	Muntiacus_muntjak__muntjak__HLmunMun1__GCA_008782695.1	Muntiacus muntjak	muntjak
GCA_008787405.1	Muntiacus_reevesi__Reeves_muntjac__HLmunRee1__GCA_008787405.1	Muntiacus reevesi	Reeves muntjac
GCA_020226045.1	Muntiacus_reevesi__Reeves_muntjac__HLmunRee2__GCA_020226045.1	Muntiacus reevesi	Reeves muntjac
GCF_963930625.1	Muntiacus_reevesi__Reeves_muntjac__HLmunRee3__GCF_963930625.1	Muntiacus reevesi	Reeves muntjac
GCA_039877825.1	Muntiacus_vaginalis__Northern_red_muntjac__HLmunVag1__GCA_039877825.1	Muntiacus vaginalis	Northern red muntjac
GCA_007570765.1	Alces_alces__Eurasian_elk__HLalcAlc1__GCA_007570765.1	Alces alces	Eurasian elk
GCA_951849835.1	Capreolus_capreolus__Western_roe_deer__HLcapCap1__GCA_951849835.1	Capreolus capreolus	Western roe deer
GCA_012922965.1	Capreolus_pygargus__Eastern_roe_deer__HLcapPyg1__GCA_012922965.1	Capreolus pygargus	Eastern roe deer
DNA Zoo Consortium	Odocoileus_hemionus__mule_deer__HLodoHem2	Odocoileus hemionus	mule deer
DNA Zoo Consortium	Odocoileus_virginianus__white-tailed_deer__HLodoVir2	Odocoileus virginianus	white-tailed deer
GCA_014726795.1	Odocoileus_virginianus__white-tailed_deer__HLodoVir3__GCA_014726795.1	Odocoileus virginianus	white-tailed deer
GCF_023699985.2	Odocoileus_virginianus__White-tailed_deer__HLodoVirg4__GCF_023699985.2	Odocoileus virginianus	White-tailed deer
GCA_004115125.1	Odocoileus_hemionus_hemionus__mule_deer__HLodoHem1__GCA_004115125.1	Odocoileus hemionus hemionus	mule deer
GCA_014898785.1	Rangifer_tarandus_granti__reindeer__HLranTarGra2__GCA_014898785.1	Rangifer tarandus granti	reindeer
GCA_949782905.1	Rangifer_tarandus_platyrhynchus__Svalbard_reindeer__HLranTaraPla3__GCA_949782905.1	Rangifer tarandus platyrhynchus	Svalbard reindeer
DNA Zoo Consortium	Giraffa_camelopardalis__giraffe__HLgirCam2	Giraffa camelopardalis	giraffe
GCA_001651235.1	Giraffa_tippelskirchi__Masai_giraffe__HLgirTip1__GCA_001651235.1	Giraffa tippelskirchi	Masai giraffe
GCA_013496395.1	Giraffa_tippelskirchi__Masai_giraffe__HLgirTip2__GCA_013496395.1	Giraffa tippelskirchi	Masai giraffe
GCF_054371585.1	Giraffa_tippelskirchi__Masai_giraffe__HLgirTipp3__GCF_054371585.1	Giraffa tippelskirchi	Masai giraffe
GCA_018282235.1	Giraffa_camelopardalis_antiquorum__Kordofan_giraffe__HLgirCamAnt3__GCA_018282235.1	Giraffa camelopardalis antiquorum	Kordofan giraffe
GCA_017591445.1	Giraffa_camelopardalis_rothschildi__giraffe__HLgirCamRot3__GCA_017591445.1	Giraffa camelopardalis rothschildi	giraffe
DNA Zoo Consortium	Okapia_johnstoni__okapi__HLokaJoh2	Okapia johnstoni	okapi
GCA_024291935.1	Okapia_johnstoni__okapi__HLokaJoh3__GCA_024291935.1	Okapia johnstoni	okapi
DNA Zoo Consortium	Moschus_berezovskii__Chinese_forest_musk_deer__HLmosBer2	Moschus berezovskii	Chinese forest musk deer
GCA_022376915.1	Moschus_berezovskii__Chinese_forest_musk_deer__HLmosBer3__GCA_022376915.1	Moschus berezovskii	Chinese forest musk deer
GCA_049115385.1	Moschus_berezovskii__Chinese_forest_musk_deer__HLmosBere4__GCA_049115385.1	Moschus berezovskii	Chinese forest musk deer
GCA_006461725.1	Moschus_chrysogaster__alpine_musk_deer__HLmosChr1__GCA_006461725.1	Moschus chrysogaster	alpine musk deer
GCA_004024705.2	Moschus_moschiferus__Siberian_musk_deer__HLmosMos1__GCA_004024705.2	Moschus moschiferus	Siberian musk deer
GCA_004024965.2	Tragulus_javanicus__Java_mouse-deer__HLtraJav1__GCA_004024965.2	Tragulus javanicus	Java mouse-deer
GCA_022376925.1	Tragulus_kanchil__Lesser_mouse_deer__HLtraKan2__GCA_022376925.1	Tragulus kanchil	Lesser mouse deer
DNA Zoo Consortium	Babyrousa_celebensis__North_Sulawesi_babirusa__HLbabCel1	Babyrousa celebensis	North Sulawesi babirusa
GCA_016906955.1	Phacochoerus_africanus__Common_warthog__HLphaAfr1__GCA_016906955.1	Phacochoerus africanus	Common warthog
GCA_905335845.1	Sus_cebifrons__Visayan_warty_pig__HLsusCeb1__GCA_905335845.1	Sus cebifrons	Visayan warty pig
GCA_048338725.1	Sus_scrofa__Pig__HLsusScro12__GCA_048338725.1	Sus scrofa	Pig
GCF_000003025.6	Sus_scrofa__pig__susScr11__GCF_000003025.6	Sus scrofa	pig
GCA_004024745.2	Catagonus_wagneri__Chacoan_peccary__HLcatWag1__GCA_004024745.2	Catagonus wagneri	Chacoan peccary
GCA_000767855.1	Camelus_bactrianus__Bactrian_camel__HLcamBac1__GCA_000767855.1	Camelus bactrianus	Bactrian camel
GCA_000803125.3	Camelus_dromedarius__Arabian_camel__HLcamDro2__GCA_000803125.3	Camelus dromedarius	Arabian camel
GCF_036321535.1	Camelus_dromedarius__Arabian_camel__HLcamDro3A__GCF_036321535.1	Camelus dromedarius	Arabian camel
